date,time,water_level_HOBO
7/25/2022,20:08,22.408
7/25/2022,20:16,21.792
7/25/2022,20:24,21.085
7/25/2022,20:32,20.424
7/25/2022,20:40,19.762
7/25/2022,20:48,19.044
7/25/2022,20:56,18.336
7/25/2022,21:04,17.555
7/25/2022,21:12,16.938
7/25/2022,21:20,16.179
7/25/2022,21:28,15.477
7/25/2022,21:36,14.75
7/25/2022,21:44,14.253
7/25/2022,21:52,13.751
7/25/2022,22:00,13.139
7/25/2022,22:08,12.592
7/25/2022,22:16,11.995
7/25/2022,22:24,11.572
7/25/2022,22:32,11.122
7/25/2022,22:40,10.529
7/25/2022,22:48,10.045
7/25/2022,22:56,9.453
7/25/2022,23:04,9.125
7/25/2022,23:12,8.692
7/25/2022,23:20,8.431
7/25/2022,23:28,8.02
7/25/2022,23:36,7.652
7/25/2022,23:44,7.306
7/25/2022,23:52,6.935
7/26/2022,0:00,6.673
7/26/2022,0:08,6.397
7/26/2022,0:16,6.217
7/26/2022,0:24,6.083
7/26/2022,0:32,6.084
7/26/2022,0:40,5.777
7/26/2022,0:48,5.953
7/26/2022,0:56,6.45
7/26/2022,1:04,6.866
7/26/2022,1:12,7.571
7/26/2022,1:20,8.424
7/26/2022,1:28,9.4
7/26/2022,1:36,10.326
7/26/2022,1:44,11.254
7/26/2022,1:52,12.031
7/26/2022,2:00,12.906
7/26/2022,2:08,13.761
7/26/2022,2:16,14.703
7/26/2022,2:24,15.415
7/26/2022,2:32,16.194
7/26/2022,2:40,16.873
7/26/2022,2:48,17.606
7/26/2022,2:56,18.231
7/26/2022,3:04,18.981
7/26/2022,3:12,19.621
7/26/2022,3:20,20.239
7/26/2022,3:28,20.821
7/26/2022,3:36,21.349
7/26/2022,3:44,21.81
7/26/2022,3:52,22.295
7/26/2022,4:00,22.817
7/26/2022,4:08,23.251
7/26/2022,4:16,23.682
7/26/2022,4:24,24.104
7/26/2022,4:32,24.535
7/26/2022,4:40,24.923
7/26/2022,4:48,25.302
7/26/2022,4:56,25.741
7/26/2022,5:04,26.119
7/26/2022,5:12,26.423
7/26/2022,5:20,26.632
7/26/2022,5:28,26.798
7/26/2022,5:36,26.924
7/26/2022,5:44,26.985
7/26/2022,5:52,26.995
7/26/2022,6:00,26.953
7/26/2022,6:08,26.783
7/26/2022,6:16,26.536
7/26/2022,6:24,26.263
7/26/2022,6:32,25.946
7/26/2022,6:40,25.493
7/26/2022,6:48,25.028
7/26/2022,6:56,24.48
7/26/2022,7:04,23.867
7/26/2022,7:12,23.298
7/26/2022,7:20,22.583
7/26/2022,7:28,21.874
7/26/2022,7:36,21.162
7/26/2022,7:44,20.445
7/26/2022,7:52,19.635
7/26/2022,8:00,18.889
7/26/2022,8:08,18.154
7/26/2022,8:16,17.337
7/26/2022,8:24,16.569
7/26/2022,8:32,15.769
7/26/2022,8:40,14.922
7/26/2022,8:48,14.2
7/26/2022,8:56,13.505
7/26/2022,9:04,12.839
7/26/2022,9:12,12.14
7/26/2022,9:20,11.517
7/26/2022,9:28,10.993
7/26/2022,9:36,10.255
7/26/2022,9:44,9.683
7/26/2022,9:52,9.092
7/26/2022,10:00,8.614
7/26/2022,10:08,8.147
7/26/2022,10:16,7.407
7/26/2022,10:24,6.933
7/26/2022,10:32,6.353
7/26/2022,10:40,5.77
7/26/2022,10:48,5.122
7/26/2022,10:56,4.542
7/26/2022,11:04,3.822
7/26/2022,11:12,3.945
7/26/2022,11:20,2.98
7/26/2022,11:28,2.439
7/26/2022,11:36,2.042
7/26/2022,11:44,1.497
7/26/2022,11:52,1.21
7/26/2022,12:00,0.728
7/26/2022,12:08,0.363
7/26/2022,12:16,0.36
7/26/2022,12:24,0.43
7/26/2022,12:32,0.367
7/26/2022,12:40,0.426
7/26/2022,12:48,0.428
7/26/2022,12:56,0.315
7/26/2022,13:04,0.246
7/26/2022,13:12,0.26
7/26/2022,13:20,0.193
7/26/2022,13:28,0.252
7/26/2022,13:36,0.288
7/26/2022,13:44,0.345
7/26/2022,13:52,0.287
7/26/2022,14:00,1.076
7/26/2022,14:08,3.272
7/26/2022,14:16,4.904
7/26/2022,14:24,6.409
7/26/2022,14:32,7.417
7/26/2022,14:40,8.41
7/26/2022,14:48,9.295
7/26/2022,14:56,10.275
7/26/2022,15:04,11.13
7/26/2022,15:12,11.998
7/26/2022,15:20,12.869
7/26/2022,15:28,13.553
7/26/2022,15:36,14.163
7/26/2022,15:44,14.993
7/26/2022,15:52,15.704
7/26/2022,16:00,16.402
7/26/2022,16:08,17.074
7/26/2022,16:16,17.729
7/26/2022,16:24,18.508
7/26/2022,16:32,19.142
7/26/2022,16:40,19.739
7/26/2022,16:48,20.218
7/26/2022,16:56,20.706
7/26/2022,17:04,21.305
7/26/2022,17:12,21.764
7/26/2022,17:20,22.399
7/26/2022,17:28,22.8
7/26/2022,17:36,23.35
7/26/2022,17:44,23.836
7/26/2022,17:52,24.153
7/26/2022,18:00,24.661
7/26/2022,18:08,25.09
7/26/2022,18:16,25.398
7/26/2022,18:24,25.732
7/26/2022,18:32,26.028
7/26/2022,18:40,26.131
7/26/2022,18:48,26.353
7/26/2022,18:56,26.349
7/26/2022,19:04,26.278
7/26/2022,19:12,26.235
7/26/2022,19:20,26.237
7/26/2022,19:28,26.03
7/26/2022,19:36,26
7/26/2022,19:44,25.812
7/26/2022,19:52,25.571
7/26/2022,20:00,25.155
7/26/2022,20:08,24.652
7/26/2022,20:16,24.123
7/26/2022,20:24,23.427
7/26/2022,20:32,22.755
7/26/2022,20:40,22.073
7/26/2022,20:48,21.32
7/26/2022,20:56,20.632
7/26/2022,21:04,19.951
7/26/2022,21:12,19.203
7/26/2022,21:20,18.422
7/26/2022,21:28,17.6
7/26/2022,21:36,16.701
7/26/2022,21:44,15.909
7/26/2022,21:52,15.167
7/26/2022,22:00,14.431
7/26/2022,22:08,13.735
7/26/2022,22:16,13.005
7/26/2022,22:24,12.381
7/26/2022,22:32,11.754
7/26/2022,22:40,11.161
7/26/2022,22:48,10.511
7/26/2022,22:56,9.964
7/26/2022,23:04,9.493
7/26/2022,23:12,8.874
7/26/2022,23:20,8.319
7/26/2022,23:28,7.814
7/26/2022,23:36,7.331
7/26/2022,23:44,6.838
7/26/2022,23:52,6.407
7/27/2022,0:00,5.978
7/27/2022,0:08,5.485
7/27/2022,0:16,5.117
7/27/2022,0:24,4.644
7/27/2022,0:32,4.255
7/27/2022,0:40,3.808
7/27/2022,0:48,3.708
7/27/2022,0:56,3.349
7/27/2022,1:04,3.319
7/27/2022,1:12,3.045
7/27/2022,1:20,3.01
7/27/2022,1:28,3.21
7/27/2022,1:36,3.674
7/27/2022,1:44,4.39
7/27/2022,1:52,5.417
7/27/2022,2:00,6.604
7/27/2022,2:08,7.845
7/27/2022,2:16,9.026
7/27/2022,2:24,10.073
7/27/2022,2:32,10.936
7/27/2022,2:40,11.813
7/27/2022,2:48,12.711
7/27/2022,2:56,13.596
7/27/2022,3:04,14.409
7/27/2022,3:12,15.21
7/27/2022,3:20,15.925
7/27/2022,3:28,16.801
7/27/2022,3:36,17.622
7/27/2022,3:44,18.306
7/27/2022,3:52,18.977
7/27/2022,4:00,19.663
7/27/2022,4:08,20.37
7/27/2022,4:16,20.92
7/27/2022,4:24,21.413
7/27/2022,4:32,21.943
7/27/2022,4:40,22.488
7/27/2022,4:48,23.119
7/27/2022,4:56,23.528
7/27/2022,5:04,23.981
7/27/2022,5:12,24.466
7/27/2022,5:20,24.93
7/27/2022,5:28,25.323
7/27/2022,5:36,25.803
7/27/2022,5:44,26.211
7/27/2022,5:52,26.539
7/27/2022,6:00,26.797
7/27/2022,6:08,27.011
7/27/2022,6:16,27.158
7/27/2022,6:24,27.226
7/27/2022,6:32,27.244
7/27/2022,6:40,27.216
7/27/2022,6:48,27.076
7/27/2022,6:56,26.843
7/27/2022,7:04,26.593
7/27/2022,7:12,26.293
7/27/2022,7:20,25.809
7/27/2022,7:28,25.25
7/27/2022,7:36,24.676
7/27/2022,7:44,24.023
7/27/2022,7:52,23.269
7/27/2022,8:00,22.495
7/27/2022,8:08,21.725
7/27/2022,8:16,20.947
7/27/2022,8:24,20.132
7/27/2022,8:32,19.347
7/27/2022,8:40,18.524
7/27/2022,8:48,17.675
7/27/2022,8:56,16.862
7/27/2022,9:04,16.047
7/27/2022,9:12,15.27
7/27/2022,9:20,14.486
7/27/2022,9:28,13.742
7/27/2022,9:36,13.029
7/27/2022,9:44,12.269
7/27/2022,9:52,11.665
7/27/2022,10:00,10.978
7/27/2022,10:08,10.264
7/27/2022,10:16,9.591
7/27/2022,10:24,8.958
7/27/2022,10:32,8.408
7/27/2022,10:40,7.91
7/27/2022,10:48,7.471
7/27/2022,10:56,6.646
7/27/2022,11:04,6.181
7/27/2022,11:12,5.575
7/27/2022,11:20,5.165
7/27/2022,11:28,4.581
7/27/2022,11:36,3.797
7/27/2022,11:44,3.17
7/27/2022,11:52,3.405
7/27/2022,12:00,2.292
7/27/2022,12:08,1.819
7/27/2022,12:16,1.557
7/27/2022,12:24,1.075
7/27/2022,12:32,0.477
7/27/2022,12:40,0.45
7/27/2022,12:48,0.37
7/27/2022,12:56,0.449
7/27/2022,13:04,0.502
7/27/2022,13:12,0.428
7/27/2022,13:20,0.513
7/27/2022,13:28,0.552
7/27/2022,13:36,0.607
7/27/2022,13:44,0.627
7/27/2022,13:52,0.627
7/27/2022,14:00,0.585
7/27/2022,14:08,0.491
7/27/2022,14:16,0.483
7/27/2022,14:24,0.354
7/27/2022,14:32,0.549
7/27/2022,14:40,1.346
7/27/2022,14:48,3.331
7/27/2022,14:56,5.131
7/27/2022,15:04,6.677
7/27/2022,15:12,7.778
7/27/2022,15:20,8.514
7/27/2022,15:28,9.581
7/27/2022,15:36,10.454
7/27/2022,15:44,11.633
7/27/2022,15:52,12.65
7/27/2022,16:00,13.11
7/27/2022,16:08,13.882
7/27/2022,16:16,14.539
7/27/2022,16:24,15.537
7/27/2022,16:32,16.144
7/27/2022,16:40,16.932
7/27/2022,16:48,17.401
7/27/2022,16:56,18.137
7/27/2022,17:04,18.885
7/27/2022,17:12,19.568
7/27/2022,17:20,20.111
7/27/2022,17:28,20.765
7/27/2022,17:36,21.247
7/27/2022,17:44,21.79
7/27/2022,17:52,22.469
7/27/2022,18:00,22.768
7/27/2022,18:08,23.555
7/27/2022,18:16,24.115
7/27/2022,18:24,24.397
7/27/2022,18:32,25.011
7/27/2022,18:40,25.27
7/27/2022,18:48,25.726
7/27/2022,18:56,26.178
7/27/2022,19:04,26.506
7/27/2022,19:12,26.883
7/27/2022,19:20,26.984
7/27/2022,19:28,27.152
7/27/2022,19:36,27.407
7/27/2022,19:44,27.353
7/27/2022,19:52,27.129
7/27/2022,20:00,27.116
7/27/2022,20:08,26.862
7/27/2022,20:16,26.498
7/27/2022,20:24,25.996
7/27/2022,20:32,25.62
7/27/2022,20:40,25.18
7/27/2022,20:48,24.681
7/27/2022,20:56,23.969
7/27/2022,21:04,23.372
7/27/2022,21:12,22.59
7/27/2022,21:20,21.846
7/27/2022,21:28,21.015
7/27/2022,21:36,20.224
7/27/2022,21:44,19.447
7/27/2022,21:52,18.602
7/27/2022,22:00,17.805
7/27/2022,22:08,16.992
7/27/2022,22:16,16.201
7/27/2022,22:24,15.398
7/27/2022,22:32,14.612
7/27/2022,22:40,13.847
7/27/2022,22:48,13.134
7/27/2022,22:56,12.453
7/27/2022,23:04,11.787
7/27/2022,23:12,11.158
7/27/2022,23:20,10.499
7/27/2022,23:28,9.91
7/27/2022,23:36,9.334
7/27/2022,23:44,8.808
7/27/2022,23:52,8.272
7/28/2022,0:00,7.735
7/28/2022,0:08,7.232
7/28/2022,0:16,6.731
7/28/2022,0:24,6.216
7/28/2022,0:32,5.68
7/28/2022,0:40,5.219
7/28/2022,0:48,4.716
7/28/2022,0:56,4.306
7/28/2022,1:04,3.829
7/28/2022,1:12,3.484
7/28/2022,1:20,3.189
7/28/2022,1:28,2.766
7/28/2022,1:36,2.524
7/28/2022,1:44,2.3
7/28/2022,1:52,2.13
7/28/2022,2:00,2.103
7/28/2022,2:08,2.302
7/28/2022,2:16,2.884
7/28/2022,2:24,3.845
7/28/2022,2:32,5.126
7/28/2022,2:40,6.572
7/28/2022,2:48,8.058
7/28/2022,2:56,9.399
7/28/2022,3:04,10.485
7/28/2022,3:12,11.265
7/28/2022,3:20,12.172
7/28/2022,3:28,13.067
7/28/2022,3:36,13.973
7/28/2022,3:44,14.856
7/28/2022,3:52,15.594
7/28/2022,4:00,16.43
7/28/2022,4:08,17.386
7/28/2022,4:16,18.124
7/28/2022,4:24,18.831
7/28/2022,4:32,19.523
7/28/2022,4:40,20.267
7/28/2022,4:48,20.91
7/28/2022,4:56,21.502
7/28/2022,5:04,22.035
7/28/2022,5:12,22.616
7/28/2022,5:20,23.299
7/28/2022,5:28,23.826
7/28/2022,5:36,24.3
7/28/2022,5:44,24.824
7/28/2022,5:52,25.332
7/28/2022,6:00,25.731
7/28/2022,6:08,26.158
7/28/2022,6:16,26.623
7/28/2022,6:24,26.984
7/28/2022,6:32,27.304
7/28/2022,6:40,27.549
7/28/2022,6:48,27.748
7/28/2022,6:56,27.852
7/28/2022,7:04,27.922
7/28/2022,7:12,27.92
7/28/2022,7:20,27.838
7/28/2022,7:28,27.598
7/28/2022,7:36,27.339
7/28/2022,7:44,27.004
7/28/2022,7:52,26.568
7/28/2022,8:00,26.037
7/28/2022,8:08,25.409
7/28/2022,8:16,24.752
7/28/2022,8:24,24.108
7/28/2022,8:32,23.413
7/28/2022,8:40,22.739
7/28/2022,8:48,21.953
7/28/2022,8:56,21.15
7/28/2022,9:04,20.315
7/28/2022,9:12,19.493
7/28/2022,9:20,18.519
7/28/2022,9:28,17.58
7/28/2022,9:36,16.676
7/28/2022,9:44,15.836
7/28/2022,9:52,15.098
7/28/2022,10:00,14.39
7/28/2022,10:08,13.614
7/28/2022,10:16,12.873
7/28/2022,10:24,12.174
7/28/2022,10:32,11.5
7/28/2022,10:40,10.756
7/28/2022,10:48,10.192
7/28/2022,10:56,9.404
7/28/2022,11:04,8.759
7/28/2022,11:12,8.164
7/28/2022,11:20,7.71
7/28/2022,11:28,7.04
7/28/2022,11:36,6.527
7/28/2022,11:44,5.931
7/28/2022,11:52,5.226
7/28/2022,12:00,4.674
7/28/2022,12:08,4.241
7/28/2022,12:16,3.703
7/28/2022,12:24,2.884
7/28/2022,12:32,2.507
7/28/2022,12:40,2.054
7/28/2022,12:48,1.492
7/28/2022,12:56,1.039
7/28/2022,13:04,0.615
7/28/2022,13:12,0.423
7/28/2022,13:20,0.395
7/28/2022,13:28,0.421
7/28/2022,13:36,0.337
7/28/2022,13:44,0.337
7/28/2022,13:52,0.477
7/28/2022,14:00,0.524
7/28/2022,14:08,0.504
7/28/2022,14:16,0.455
7/28/2022,14:24,0.458
7/28/2022,14:32,0.418
7/28/2022,14:40,0.377
7/28/2022,14:48,0.437
7/28/2022,14:56,0.424
7/28/2022,15:04,0.378
7/28/2022,15:12,0.848
7/28/2022,15:20,2.28
7/28/2022,15:28,4.212
7/28/2022,15:36,6.041
7/28/2022,15:44,7.152
7/28/2022,15:52,8.19
7/28/2022,16:00,9.078
7/28/2022,16:08,10.13
7/28/2022,16:16,11.194
7/28/2022,16:24,12.121
7/28/2022,16:32,12.696
7/28/2022,16:40,13.515
7/28/2022,16:48,14.368
7/28/2022,16:56,15.029
7/28/2022,17:04,16.156
7/28/2022,17:12,16.776
7/28/2022,17:20,17.616
7/28/2022,17:28,18.102
7/28/2022,17:36,19.031
7/28/2022,17:44,19.657
7/28/2022,17:52,20.291
7/28/2022,18:00,20.702
7/28/2022,18:08,21.603
7/28/2022,18:16,22.168
7/28/2022,18:24,22.751
7/28/2022,18:32,23.271
7/28/2022,18:40,23.872
7/28/2022,18:48,24.254
7/28/2022,18:56,24.938
7/28/2022,19:04,25.346
7/28/2022,19:12,25.755
7/28/2022,19:20,26.149
7/28/2022,19:28,26.521
7/28/2022,19:36,26.899
7/28/2022,19:44,27.226
7/28/2022,19:52,27.411
7/28/2022,20:00,27.503
7/28/2022,20:08,27.551
7/28/2022,20:16,27.545
7/28/2022,20:24,27.48
7/28/2022,20:32,27.416
7/28/2022,20:40,27.178
7/28/2022,20:48,26.949
7/28/2022,20:56,26.528
7/28/2022,21:04,26.171
7/28/2022,21:12,25.691
7/28/2022,21:20,25.097
7/28/2022,21:28,24.537
7/28/2022,21:36,23.769
7/28/2022,21:44,23.075
7/28/2022,21:52,22.278
7/28/2022,22:00,21.468
7/28/2022,22:08,20.643
7/28/2022,22:16,19.816
7/28/2022,22:24,18.958
7/28/2022,22:32,18.085
7/28/2022,22:40,17.216
7/28/2022,22:48,16.365
7/28/2022,22:56,15.525
7/28/2022,23:04,14.76
7/28/2022,23:12,13.962
7/28/2022,23:20,13.24
7/28/2022,23:28,12.516
7/28/2022,23:36,11.824
7/28/2022,23:44,11.204
7/28/2022,23:52,10.469
7/29/2022,0:00,9.861
7/29/2022,0:08,9.326
7/29/2022,0:16,8.706
7/29/2022,0:24,8.137
7/29/2022,0:32,7.645
7/29/2022,0:40,7.066
7/29/2022,0:48,6.544
7/29/2022,0:56,6.018
7/29/2022,1:04,5.504
7/29/2022,1:12,4.958
7/29/2022,1:20,4.463
7/29/2022,1:28,4.314
7/29/2022,1:36,3.586
7/29/2022,1:44,3.112
7/29/2022,1:52,3.1
7/29/2022,2:00,2.428
7/29/2022,2:08,2.194
7/29/2022,2:16,1.811
7/29/2022,2:24,1.633
7/29/2022,2:32,1.509
7/29/2022,2:40,1.605
7/29/2022,2:48,2.041
7/29/2022,2:56,2.935
7/29/2022,3:04,4.294
7/29/2022,3:12,5.956
7/29/2022,3:20,7.631
7/29/2022,3:28,9.045
7/29/2022,3:36,10.303
7/29/2022,3:44,11.127
7/29/2022,3:52,11.927
7/29/2022,4:00,12.876
7/29/2022,4:08,13.769
7/29/2022,4:16,14.726
7/29/2022,4:24,15.517
7/29/2022,4:32,16.317
7/29/2022,4:40,17.328
7/29/2022,4:48,18.094
7/29/2022,4:56,18.805
7/29/2022,5:04,19.579
7/29/2022,5:12,20.36
7/29/2022,5:20,21.041
7/29/2022,5:28,21.702
7/29/2022,5:36,22.289
7/29/2022,5:44,22.929
7/29/2022,5:52,23.6
7/29/2022,6:00,24.135
7/29/2022,6:08,24.629
7/29/2022,6:16,25.134
7/29/2022,6:24,25.624
7/29/2022,6:32,26.033
7/29/2022,6:40,26.515
7/29/2022,6:48,26.999
7/29/2022,6:56,27.4
7/29/2022,7:04,27.746
7/29/2022,7:12,28.091
7/29/2022,7:20,28.36
7/29/2022,7:28,28.482
7/29/2022,7:36,28.621
7/29/2022,7:44,28.597
7/29/2022,7:52,28.58
7/29/2022,8:00,28.365
7/29/2022,8:08,27.986
7/29/2022,8:16,27.634
7/29/2022,8:24,27.204
7/29/2022,8:32,26.743
7/29/2022,8:40,26.156
7/29/2022,8:48,25.561
7/29/2022,8:56,24.863
7/29/2022,9:04,24.154
7/29/2022,9:12,23.367
7/29/2022,9:20,22.604
7/29/2022,9:28,21.731
7/29/2022,9:36,20.859
7/29/2022,9:44,20.038
7/29/2022,9:52,19.141
7/29/2022,10:00,18.245
7/29/2022,10:08,17.356
7/29/2022,10:16,16.516
7/29/2022,10:24,15.612
7/29/2022,10:32,14.762
7/29/2022,10:40,13.908
7/29/2022,10:48,13.122
7/29/2022,10:56,12.48
7/29/2022,11:04,11.66
7/29/2022,11:12,11.086
7/29/2022,11:20,10.413
7/29/2022,11:28,9.941
7/29/2022,11:36,9.139
7/29/2022,11:44,8.526
7/29/2022,11:52,7.846
7/29/2022,12:00,7.486
7/29/2022,12:08,6.651
7/29/2022,12:16,6.05
7/29/2022,12:24,5.52
7/29/2022,12:32,4.983
7/29/2022,12:40,4.363
7/29/2022,12:48,3.772
7/29/2022,12:56,3.311
7/29/2022,13:04,3.297
7/29/2022,13:12,2.347
7/29/2022,13:20,1.755
7/29/2022,13:28,1.257
7/29/2022,13:36,0.701
7/29/2022,13:44,0.306
7/29/2022,13:52,0.21
7/29/2022,14:00,0.271
7/29/2022,14:08,0.361
7/29/2022,14:16,0.391
7/29/2022,14:24,0.308
7/29/2022,14:32,0.125
7/29/2022,14:40,0.332
7/29/2022,14:48,0.317
7/29/2022,14:56,0.244
7/29/2022,15:04,0.21
7/29/2022,15:12,0.391
7/29/2022,15:20,0.398
7/29/2022,15:28,0.375
7/29/2022,15:36,0.274
7/29/2022,15:44,0.472
7/29/2022,15:52,2.455
7/29/2022,16:00,4.436
7/29/2022,16:08,5.975
7/29/2022,16:16,7.221
7/29/2022,16:24,8.383
7/29/2022,16:32,9.303
7/29/2022,16:40,10.411
7/29/2022,16:48,11.49
7/29/2022,16:56,12.588
7/29/2022,17:04,13.028
7/29/2022,17:12,13.85
7/29/2022,17:20,14.743
7/29/2022,17:28,15.512
7/29/2022,17:36,16.497
7/29/2022,17:44,17.455
7/29/2022,17:52,17.981
7/29/2022,18:00,18.758
7/29/2022,18:08,19.52
7/29/2022,18:16,20.237
7/29/2022,18:24,21.024
7/29/2022,18:32,21.388
7/29/2022,18:40,22.199
7/29/2022,18:48,22.575
7/29/2022,18:56,23.221
7/29/2022,19:04,23.662
7/29/2022,19:12,24.18
7/29/2022,19:20,24.69
7/29/2022,19:28,25.14
7/29/2022,19:36,25.585
7/29/2022,19:44,26.059
7/29/2022,19:52,26.462
7/29/2022,20:00,26.84
7/29/2022,20:08,27.203
7/29/2022,20:16,27.504
7/29/2022,20:24,27.699
7/29/2022,20:32,27.862
7/29/2022,20:40,27.981
7/29/2022,20:48,27.993
7/29/2022,20:56,27.914
7/29/2022,21:04,27.759
7/29/2022,21:12,27.555
7/29/2022,21:20,27.253
7/29/2022,21:28,26.878
7/29/2022,21:36,26.515
7/29/2022,21:44,25.991
7/29/2022,21:52,25.319
7/29/2022,22:00,24.66
7/29/2022,22:08,23.991
7/29/2022,22:16,23.198
7/29/2022,22:24,22.377
7/29/2022,22:32,21.557
7/29/2022,22:40,20.795
7/29/2022,22:48,19.955
7/29/2022,22:56,19.15
7/29/2022,23:04,18.277
7/29/2022,23:12,17.392
7/29/2022,23:20,16.464
7/29/2022,23:28,15.712
7/29/2022,23:36,14.9
7/29/2022,23:44,14.055
7/29/2022,23:52,13.227
7/30/2022,0:00,12.457
7/30/2022,0:08,11.759
7/30/2022,0:16,11.073
7/30/2022,0:24,10.407
7/30/2022,0:32,9.766
7/30/2022,0:40,9.146
7/30/2022,0:48,8.612
7/30/2022,0:56,8.021
7/30/2022,1:04,7.454
7/30/2022,1:12,6.919
7/30/2022,1:20,6.383
7/30/2022,1:28,5.856
7/30/2022,1:36,5.298
7/30/2022,1:44,4.749
7/30/2022,1:52,4.22
7/30/2022,2:00,3.839
7/30/2022,2:08,3.353
7/30/2022,2:16,2.903
7/30/2022,2:24,2.607
7/30/2022,2:32,2.133
7/30/2022,2:40,1.812
7/30/2022,2:48,1.539
7/30/2022,2:56,1.238
7/30/2022,3:04,1.016
7/30/2022,3:12,1.057
7/30/2022,3:20,1.305
7/30/2022,3:28,2.138
7/30/2022,3:36,3.532
7/30/2022,3:44,5.281
7/30/2022,3:52,7.052
7/30/2022,4:00,8.637
7/30/2022,4:08,9.997
7/30/2022,4:16,10.937
7/30/2022,4:24,11.684
7/30/2022,4:32,12.621
7/30/2022,4:40,13.546
7/30/2022,4:48,14.515
7/30/2022,4:56,15.356
7/30/2022,5:04,16.177
7/30/2022,5:12,17.115
7/30/2022,5:20,17.964
7/30/2022,5:28,18.659
7/30/2022,5:36,19.427
7/30/2022,5:44,20.154
7/30/2022,5:52,20.836
7/30/2022,6:00,21.498
7/30/2022,6:08,22.098
7/30/2022,6:16,22.696
7/30/2022,6:24,23.337
7/30/2022,6:32,23.934
7/30/2022,6:40,24.397
7/30/2022,6:48,24.912
7/30/2022,6:56,25.406
7/30/2022,7:04,25.901
7/30/2022,7:12,26.373
7/30/2022,7:20,26.844
7/30/2022,7:28,27.264
7/30/2022,7:36,27.662
7/30/2022,7:44,27.977
7/30/2022,7:52,28.24
7/30/2022,8:00,28.45
7/30/2022,8:08,28.63
7/30/2022,8:16,28.681
7/30/2022,8:24,28.628
7/30/2022,8:32,28.47
7/30/2022,8:40,28.259
7/30/2022,8:48,27.931
7/30/2022,8:56,27.549
7/30/2022,9:04,27.066
7/30/2022,9:12,26.561
7/30/2022,9:20,25.938
7/30/2022,9:28,25.282
7/30/2022,9:36,24.596
7/30/2022,9:44,23.93
7/30/2022,9:52,23.156
7/30/2022,10:00,22.297
7/30/2022,10:08,21.468
7/30/2022,10:16,20.607
7/30/2022,10:24,19.736
7/30/2022,10:32,18.844
7/30/2022,10:40,17.928
7/30/2022,10:48,17.034
7/30/2022,10:56,16.159
7/30/2022,11:04,15.327
7/30/2022,11:12,14.514
7/30/2022,11:20,13.707
7/30/2022,11:28,12.955
7/30/2022,11:36,12.17
7/30/2022,11:44,11.453
7/30/2022,11:52,10.747
7/30/2022,12:00,10.102
7/30/2022,12:08,9.354
7/30/2022,12:16,8.846
7/30/2022,12:24,8.284
7/30/2022,12:32,7.496
7/30/2022,12:40,6.938
7/30/2022,12:48,6.364
7/30/2022,12:56,5.728
7/30/2022,13:04,5.157
7/30/2022,13:12,4.649
7/30/2022,13:20,4.006
7/30/2022,13:28,3.409
7/30/2022,13:36,2.856
7/30/2022,13:44,2.257
7/30/2022,13:52,1.929
7/30/2022,14:00,1.285
7/30/2022,14:08,0.876
7/30/2022,14:16,0.385
7/30/2022,14:24,0.264
7/30/2022,14:32,0.296
7/30/2022,14:40,0.187
7/30/2022,14:48,0.216
7/30/2022,14:56,0.189
7/30/2022,15:04,0.138
7/30/2022,15:12,0.132
7/30/2022,15:20,0.128
7/30/2022,15:28,0.118
7/30/2022,15:36,0.055
7/30/2022,15:44,0.023
7/30/2022,15:52,0.047
7/30/2022,16:00,0.057
7/30/2022,16:08,0.055
7/30/2022,16:16,0.618
7/30/2022,16:24,2.65
7/30/2022,16:32,4.614
7/30/2022,16:40,6.198
7/30/2022,16:48,7.382
7/30/2022,16:56,8.41
7/30/2022,17:04,9.412
7/30/2022,17:12,10.486
7/30/2022,17:20,11.54
7/30/2022,17:28,12.585
7/30/2022,17:36,13.196
7/30/2022,17:44,13.861
7/30/2022,17:52,14.673
7/30/2022,18:00,15.528
7/30/2022,18:08,16.569
7/30/2022,18:16,17.35
7/30/2022,18:24,18.005
7/30/2022,18:32,18.836
7/30/2022,18:40,19.624
7/30/2022,18:48,20.328
7/30/2022,18:56,20.984
7/30/2022,19:04,21.662
7/30/2022,19:12,22.387
7/30/2022,19:20,23.003
7/30/2022,19:28,23.619
7/30/2022,19:36,24.166
7/30/2022,19:44,24.723
7/30/2022,19:52,25.227
7/30/2022,20:00,25.703
7/30/2022,20:08,26.144
7/30/2022,20:16,26.613
7/30/2022,20:24,27.044
7/30/2022,20:32,27.369
7/30/2022,20:40,27.664
7/30/2022,20:48,27.895
7/30/2022,20:56,28.033
7/30/2022,21:04,28.181
7/30/2022,21:12,28.306
7/30/2022,21:20,28.294
7/30/2022,21:28,28.147
7/30/2022,21:36,27.98
7/30/2022,21:44,27.738
7/30/2022,21:52,27.391
7/30/2022,22:00,26.971
7/30/2022,22:08,26.517
7/30/2022,22:16,26.06
7/30/2022,22:24,25.455
7/30/2022,22:32,24.784
7/30/2022,22:40,24.015
7/30/2022,22:48,23.183
7/30/2022,22:56,22.286
7/30/2022,23:04,21.424
7/30/2022,23:12,20.538
7/30/2022,23:20,19.611
7/30/2022,23:28,18.707
7/30/2022,23:36,17.812
7/30/2022,23:44,16.906
7/30/2022,23:52,16.065
7/31/2022,0:00,15.254
7/31/2022,0:08,14.477
7/31/2022,0:16,13.677
